Year,Indicators,Country,Subregion,Statistics
2014,"Unemployment with advanced education, female (% of female labor force with advanced education)",Romania,Eastern Europe,5.8899998664856
2014,"Unemployment with advanced education, male (% of male labor force with advanced education)",Romania,Eastern Europe,5.76999998092651
2014,"Unemployment, total (% of total labor force) (modeled ILO estimate)",Romania,Eastern Europe,6.8
2014,"Unemployment, female (% of female labor force) (modeled ILO estimate)",Romania,Eastern Europe,6.1
2014,"Unemployment, male (% of male labor force) (modeled ILO estimate)",Romania,Eastern Europe,7.35
2015,"Employers, female (% of female employment) (modeled ILO estimate)",Romania,Eastern Europe,0.660000026226044
2015,"Employers, male (% of male employment) (modeled ILO estimate)",Romania,Eastern Europe,1.48000001907349
2015,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",Romania,Eastern Europe,56.57
2015,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",Romania,Eastern Europe,75.13
2015,"School enrollment, tertiary (% gross)",Romania,Eastern Europe,46.7266883850098
2015,"Self-employed, female (% of female employment) (modeled ILO estimate)",Romania,Eastern Europe,27.75
2015,"Self-employed, male (% of male employment) (modeled ILO estimate)",Romania,Eastern Europe,29.9200000762939
2015,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),Romania,Eastern Europe,70.15991305697872
2015,"Unemployment with advanced education, female (% of female labor force with advanced education)",Romania,Eastern Europe,4.34999990463257
2015,"Unemployment with advanced education, male (% of male labor force with advanced education)",Romania,Eastern Europe,3.86999988555908
2015,"Unemployment, total (% of total labor force) (modeled ILO estimate)",Romania,Eastern Europe,6.81
2015,"Unemployment, female (% of female labor force) (modeled ILO estimate)",Romania,Eastern Europe,5.85
2015,"Unemployment, male (% of male labor force) (modeled ILO estimate)",Romania,Eastern Europe,7.54
2016,"Employers, female (% of female employment) (modeled ILO estimate)",Romania,Eastern Europe,0.649999976158142
2016,"Employers, male (% of male employment) (modeled ILO estimate)",Romania,Eastern Europe,1.33000004291534
2016,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",Romania,Eastern Europe,56.21
2016,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",Romania,Eastern Europe,74.74
2016,"School enrollment, tertiary (% gross)",Romania,Eastern Europe,48.240608215332
2016,"Self-employed, female (% of female employment) (modeled ILO estimate)",Romania,Eastern Europe,25.0
2016,"Self-employed, male (% of male employment) (modeled ILO estimate)",Romania,Eastern Europe,27.8400001525879
2016,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),Romania,Eastern Europe,69.83354271356784
2016,"Unemployment with advanced education, female (% of female labor force with advanced education)",Romania,Eastern Europe,3.16000008583069
2016,"Unemployment with advanced education, male (% of male labor force with advanced education)",Romania,Eastern Europe,3.09999990463257
2016,"Unemployment, total (% of total labor force) (modeled ILO estimate)",Romania,Eastern Europe,5.9
2016,"Unemployment, female (% of female labor force) (modeled ILO estimate)",Romania,Eastern Europe,4.98
2016,"Unemployment, male (% of male labor force) (modeled ILO estimate)",Romania,Eastern Europe,6.59
2017,"Employers, female (% of female employment) (modeled ILO estimate)",Romania,Eastern Europe,0.620000004768372
2017,"Employers, male (% of male employment) (modeled ILO estimate)",Romania,Eastern Europe,1.37999999523163
2017,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",Romania,Eastern Europe,58.37
2017,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",Romania,Eastern Europe,76.29
2017,"School enrollment, tertiary (% gross)",Romania,Eastern Europe,49.3818702697754
2017,"Self-employed, female (% of female employment) (modeled ILO estimate)",Romania,Eastern Europe,24.5300006866455
2017,"Self-employed, male (% of male employment) (modeled ILO estimate)",Romania,Eastern Europe,27.6900005340576
2017,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),Romania,Eastern Europe,70.93436293436294
2017,"Unemployment with advanced education, female (% of female labor force with advanced education)",Romania,Eastern Europe,2.05999994277954
2017,"Unemployment with advanced education, male (% of male labor force with advanced education)",Romania,Eastern Europe,2.80999994277954
2017,"Unemployment, total (% of total labor force) (modeled ILO estimate)",Romania,Eastern Europe,4.93
2017,"Unemployment, female (% of female labor force) (modeled ILO estimate)",Romania,Eastern Europe,4.04
2017,"Unemployment, male (% of male labor force) (modeled ILO estimate)",Romania,Eastern Europe,5.6
2018,"Employers, female (% of female employment) (modeled ILO estimate)",Romania,Eastern Europe,0.660000026226044
2018,"Employers, male (% of male employment) (modeled ILO estimate)",Romania,Eastern Europe,1.35000002384186
2018,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",Romania,Eastern Europe,58.59
2018,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",Romania,Eastern Europe,77.13
2018,"School enrollment, tertiary (% gross)",Romania,Eastern Europe,51.0125389099121
2018,"Self-employed, female (% of female employment) (modeled ILO estimate)",Romania,Eastern Europe,23.9099998474121
2018,"Self-employed, male (% of male employment) (modeled ILO estimate)",Romania,Eastern Europe,26.2299995422363
2018,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),Romania,Eastern Europe,70.30889810972799
2018,"Unemployment with advanced education, female (% of female labor force with advanced education)",Romania,Eastern Europe,2.01999998092651
2018,"Unemployment with advanced education, male (% of male labor force with advanced education)",Romania,Eastern Europe,2.25999999046326
2018,"Unemployment, total (% of total labor force) (modeled ILO estimate)",Romania,Eastern Europe,4.19
2018,"Unemployment, female (% of female labor force) (modeled ILO estimate)",Romania,Eastern Europe,3.49
2018,"Unemployment, male (% of male labor force) (modeled ILO estimate)",Romania,Eastern Europe,4.72
2019,"Employers, female (% of female employment) (modeled ILO estimate)",Romania,Eastern Europe,0.620000004768372
2019,"Employers, male (% of male employment) (modeled ILO estimate)",Romania,Eastern Europe,1.54999995231628
2019,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",Romania,Eastern Europe,59.13
2019,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",Romania,Eastern Europe,78.2
2019,"School enrollment, tertiary (% gross)",Romania,Eastern Europe,51.3538208007813
2019,"Self-employed, female (% of female employment) (modeled ILO estimate)",Romania,Eastern Europe,22.5499992370605
2019,"Self-employed, male (% of male employment) (modeled ILO estimate)",Romania,Eastern Europe,25.5100002288818
2019,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),Romania,Eastern Europe,69.72477064220183
2019,"Unemployment with advanced education, female (% of female labor force with advanced education)",Romania,Eastern Europe,1.54999995231628
2019,"Unemployment with advanced education, male (% of male labor force with advanced education)",Romania,Eastern Europe,1.5900000333786
2019,"Unemployment, total (% of total labor force) (modeled ILO estimate)",Romania,Eastern Europe,3.91
2019,"Unemployment, female (% of female labor force) (modeled ILO estimate)",Romania,Eastern Europe,3.38
2019,"Unemployment, male (% of male labor force) (modeled ILO estimate)",Romania,Eastern Europe,4.31
2012,Gender pay gap in unadjusted form,Romania,Eastern Europe,6.9
2013,Gender pay gap in unadjusted form,Romania,Eastern Europe,4.9
2014,Gender pay gap in unadjusted form,Romania,Eastern Europe,4.5
2015,Gender pay gap in unadjusted form,Romania,Eastern Europe,5.6
2016,Gender pay gap in unadjusted form,Romania,Eastern Europe,4.8
2017,Gender pay gap in unadjusted form,Romania,Eastern Europe,2.9
2018,Gender pay gap in unadjusted form,Romania,Eastern Europe,2.2
2019,Gender pay gap in unadjusted form,Romania,Eastern Europe,3.3
2012,Gender employment gap,Romania,Eastern Europe,16.1
2013,Gender employment gap,Romania,Eastern Europe,16.3
2014,Gender employment gap,Romania,Eastern Europe,16.7
2015,Gender employment gap,Romania,Eastern Europe,17.5
2016,Gender employment gap,Romania,Eastern Europe,17.6
2017,Gender employment gap,Romania,Eastern Europe,17.1
2018,Gender employment gap,Romania,Eastern Europe,18.3
2019,Gender employment gap,Romania,Eastern Europe,19.0
2012,"Employers, female (% of female employment) (modeled ILO estimate)",Slovakia,Eastern Europe,1.88999998569489
2012,"Employers, male (% of male employment) (modeled ILO estimate)",Slovakia,Eastern Europe,3.9300000667572
2012,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",Slovakia,Eastern Europe,61.88
2012,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",Slovakia,Eastern Europe,77.15
2012,"School enrollment, tertiary (% gross)",Slovakia,Eastern Europe,56.1400108337402
2012,"Self-employed, female (% of female employment) (modeled ILO estimate)",Slovakia,Eastern Europe,10.0100002288818
2012,"Self-employed, male (% of male employment) (modeled ILO estimate)",Slovakia,Eastern Europe,19.9099998474121
2012,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),Slovakia,Eastern Europe,74.39507259128905
2012,"Unemployment with advanced education, female (% of female labor force with advanced education)",Slovakia,Eastern Europe,7.61999988555908
2012,"Unemployment with advanced education, male (% of male labor force with advanced education)",Slovakia,Eastern Europe,5.92999982833862
2012,"Unemployment, total (% of total labor force) (modeled ILO estimate)",Slovakia,Eastern Europe,13.96
2012,"Unemployment, female (% of female labor force) (modeled ILO estimate)",Slovakia,Eastern Europe,14.52
2012,"Unemployment, male (% of male labor force) (modeled ILO estimate)",Slovakia,Eastern Europe,13.52
2013,"Employers, female (% of female employment) (modeled ILO estimate)",Slovakia,Eastern Europe,1.75
2013,"Employers, male (% of male employment) (modeled ILO estimate)",Slovakia,Eastern Europe,4.23000001907349
2013,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",Slovakia,Eastern Europe,62.6
2013,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",Slovakia,Eastern Europe,77.21
2013,"School enrollment, tertiary (% gross)",Slovakia,Eastern Europe,54.3605308532715
2013,"Self-employed, female (% of female employment) (modeled ILO estimate)",Slovakia,Eastern Europe,9.82999992370605
2013,"Self-employed, male (% of male employment) (modeled ILO estimate)",Slovakia,Eastern Europe,20.2700004577637
2013,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),Slovakia,Eastern Europe,75.13974698440717
2013,"Unemployment with advanced education, female (% of female labor force with advanced education)",Slovakia,Eastern Europe,8.1899995803833
2013,"Unemployment with advanced education, male (% of male labor force with advanced education)",Slovakia,Eastern Europe,6.21000003814697
2013,"Unemployment, total (% of total labor force) (modeled ILO estimate)",Slovakia,Eastern Europe,14.22
2013,"Unemployment, female (% of female labor force) (modeled ILO estimate)",Slovakia,Eastern Europe,14.53
2013,"Unemployment, male (% of male labor force) (modeled ILO estimate)",Slovakia,Eastern Europe,13.97
2014,"Employers, female (% of female employment) (modeled ILO estimate)",Slovakia,Eastern Europe,1.8400000333786
2014,"Employers, male (% of male employment) (modeled ILO estimate)",Slovakia,Eastern Europe,4.34000015258789
2014,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",Slovakia,Eastern Europe,62.95
2014,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",Slovakia,Eastern Europe,77.6
2014,"School enrollment, tertiary (% gross)",Slovakia,Eastern Europe,52.6847801208496
2014,"Self-employed, female (% of female employment) (modeled ILO estimate)",Slovakia,Eastern Europe,9.97000026702881
2014,"Self-employed, male (% of male employment) (modeled ILO estimate)",Slovakia,Eastern Europe,19.8600006103516
2014,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),Slovakia,Eastern Europe,75.07710383316198
2014,"Unemployment with advanced education, female (% of female labor force with advanced education)",Slovakia,Eastern Europe,7.65999984741211
2014,"Unemployment with advanced education, male (% of male labor force with advanced education)",Slovakia,Eastern Europe,5.07000017166138
2014,"Unemployment, total (% of total labor force) (modeled ILO estimate)",Slovakia,Eastern Europe,13.18
2014,"Unemployment, female (% of female labor force) (modeled ILO estimate)",Slovakia,Eastern Europe,13.63
2014,"Unemployment, male (% of male labor force) (modeled ILO estimate)",Slovakia,Eastern Europe,12.82
2015,"Employers, female (% of female employment) (modeled ILO estimate)",Slovakia,Eastern Europe,1.86000001430511
2015,"Employers, male (% of male employment) (modeled ILO estimate)",Slovakia,Eastern Europe,4.13000011444092
2015,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",Slovakia,Eastern Europe,64.35
2015,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",Slovakia,Eastern Europe,77.53
2015,"School enrollment, tertiary (% gross)",Slovakia,Eastern Europe,50.7000503540039
2015,"Self-employed, female (% of female employment) (modeled ILO estimate)",Slovakia,Eastern Europe,10.2600002288818
2015,"Self-employed, male (% of male employment) (modeled ILO estimate)",Slovakia,Eastern Europe,19.0900001525879
2015,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),Slovakia,Eastern Europe,76.67354762606902
2015,"Unemployment with advanced education, female (% of female labor force with advanced education)",Slovakia,Eastern Europe,6.92000007629395
2015,"Unemployment with advanced education, male (% of male labor force with advanced education)",Slovakia,Eastern Europe,5.07000017166138
2015,"Unemployment, total (% of total labor force) (modeled ILO estimate)",Slovakia,Eastern Europe,11.48
2015,"Unemployment, female (% of female labor force) (modeled ILO estimate)",Slovakia,Eastern Europe,12.89
2015,"Unemployment, male (% of male labor force) (modeled ILO estimate)",Slovakia,Eastern Europe,10.32
2016,"Employers, female (% of female employment) (modeled ILO estimate)",Slovakia,Eastern Europe,1.95000004768372
2016,"Employers, male (% of male employment) (modeled ILO estimate)",Slovakia,Eastern Europe,4.21000003814697
2016,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",Slovakia,Eastern Europe,65.52
2016,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",Slovakia,Eastern Europe,78.36
2016,"School enrollment, tertiary (% gross)",Slovakia,Eastern Europe,47.7959213256836
2016,"Self-employed, female (% of female employment) (modeled ILO estimate)",Slovakia,Eastern Europe,10.6300001144409
2016,"Self-employed, male (% of male employment) (modeled ILO estimate)",Slovakia,Eastern Europe,19.3299999237061
2016,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),Slovakia,Eastern Europe,77.3548861131521
2016,"Unemployment with advanced education, female (% of female labor force with advanced education)",Slovakia,Eastern Europe,6.32999992370605
2016,"Unemployment with advanced education, male (% of male labor force with advanced education)",Slovakia,Eastern Europe,4.84999990463257
2016,"Unemployment, total (% of total labor force) (modeled ILO estimate)",Slovakia,Eastern Europe,9.67
2016,"Unemployment, female (% of female labor force) (modeled ILO estimate)",Slovakia,Eastern Europe,10.75
2016,"Unemployment, male (% of male labor force) (modeled ILO estimate)",Slovakia,Eastern Europe,8.77
2017,"Employers, female (% of female employment) (modeled ILO estimate)",Slovakia,Eastern Europe,1.91999995708466
2017,"Employers, male (% of male employment) (modeled ILO estimate)",Slovakia,Eastern Europe,4.28000020980835
2017,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",Slovakia,Eastern Europe,66.04
2017,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",Slovakia,Eastern Europe,78.33
2017,"School enrollment, tertiary (% gross)",Slovakia,Eastern Europe,46.634391784668
2017,"Self-employed, female (% of female employment) (modeled ILO estimate)",Slovakia,Eastern Europe,10.5100002288818
2017,"Self-employed, male (% of male employment) (modeled ILO estimate)",Slovakia,Eastern Europe,19.2299995422363
2017,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),Slovakia,Eastern Europe,77.97961896322553
2017,"Unemployment with advanced education, female (% of female labor force with advanced education)",Slovakia,Eastern Europe,4.90000009536743
2017,"Unemployment with advanced education, male (% of male labor force with advanced education)",Slovakia,Eastern Europe,3.26999998092651
2017,"Unemployment, total (% of total labor force) (modeled ILO estimate)",Slovakia,Eastern Europe,8.13
2017,"Unemployment, female (% of female labor force) (modeled ILO estimate)",Slovakia,Eastern Europe,8.41
2017,"Unemployment, male (% of male labor force) (modeled ILO estimate)",Slovakia,Eastern Europe,7.9
2018,"Employers, female (% of female employment) (modeled ILO estimate)",Slovakia,Eastern Europe,1.62999999523163
2018,"Employers, male (% of male employment) (modeled ILO estimate)",Slovakia,Eastern Europe,3.97000002861023
2018,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",Slovakia,Eastern Europe,66.04
2018,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",Slovakia,Eastern Europe,78.83
2018,"School enrollment, tertiary (% gross)",Slovakia,Eastern Europe,45.3672294616699
2018,"Self-employed, female (% of female employment) (modeled ILO estimate)",Slovakia,Eastern Europe,9.85000038146973
2018,"Self-employed, male (% of male employment) (modeled ILO estimate)",Slovakia,Eastern Europe,18.8999996185303
2018,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),Slovakia,Eastern Europe,77.279433461198
2018,"Unemployment with advanced education, female (% of female labor force with advanced education)",Slovakia,Eastern Europe,3.5699999332428
2018,"Unemployment with advanced education, male (% of male labor force with advanced education)",Slovakia,Eastern Europe,2.50999999046326
2018,"Unemployment, total (% of total labor force) (modeled ILO estimate)",Slovakia,Eastern Europe,6.54
2018,"Unemployment, female (% of female labor force) (modeled ILO estimate)",Slovakia,Eastern Europe,7.03
2018,"Unemployment, male (% of male labor force) (modeled ILO estimate)",Slovakia,Eastern Europe,6.13
2019,"Employers, female (% of female employment) (modeled ILO estimate)",Slovakia,Eastern Europe,1.74000000953674
2019,"Employers, male (% of male employment) (modeled ILO estimate)",Slovakia,Eastern Europe,4.01999998092651
2019,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",Slovakia,Eastern Europe,66.48
2019,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",Slovakia,Eastern Europe,78.89
2019,"School enrollment, tertiary (% gross)",Slovakia,Eastern Europe,46.4290199279785
2019,"Self-employed, female (% of female employment) (modeled ILO estimate)",Slovakia,Eastern Europe,9.90999984741211
2019,"Self-employed, male (% of male employment) (modeled ILO estimate)",Slovakia,Eastern Europe,19.3099994659424
2019,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),Slovakia,Eastern Europe,77.50962392656203
2019,"Unemployment with advanced education, female (% of female labor force with advanced education)",Slovakia,Eastern Europe,2.74000000953674
2019,"Unemployment with advanced education, male (% of male labor force with advanced education)",Slovakia,Eastern Europe,2.21000003814697
2019,"Unemployment, total (% of total labor force) (modeled ILO estimate)",Slovakia,Eastern Europe,5.75
2019,"Unemployment, female (% of female labor force) (modeled ILO estimate)",Slovakia,Eastern Europe,5.96
2019,"Unemployment, male (% of male labor force) (modeled ILO estimate)",Slovakia,Eastern Europe,5.59
2012,Gender pay gap in unadjusted form,Slovakia,Eastern Europe,20.8
2013,Gender pay gap in unadjusted form,Slovakia,Eastern Europe,18.8
2014,Gender pay gap in unadjusted form,Slovakia,Eastern Europe,19.7
2015,Gender pay gap in unadjusted form,Slovakia,Eastern Europe,19.7
2016,Gender pay gap in unadjusted form,Slovakia,Eastern Europe,19.2
2017,Gender pay gap in unadjusted form,Slovakia,Eastern Europe,20.1
2018,Gender pay gap in unadjusted form,Slovakia,Eastern Europe,19.8
2019,Gender pay gap in unadjusted form,Slovakia,Eastern Europe,18.4
2012,Gender employment gap,Slovakia,Eastern Europe,15.5
2013,Gender employment gap,Slovakia,Eastern Europe,14.4
2014,Gender employment gap,Slovakia,Eastern Europe,14.6
2015,Gender employment gap,Slovakia,Eastern Europe,14.7
2016,Gender employment gap,Slovakia,Eastern Europe,14.2
2017,Gender employment gap,Slovakia,Eastern Europe,12.8
2018,Gender employment gap,Slovakia,Eastern Europe,13.7
2019,Gender employment gap,Slovakia,Eastern Europe,13.0
2012,"Employers, female (% of female employment) (modeled ILO estimate)",Slovenia,Southern Europe,1.92999994754791
2012,"Employers, male (% of male employment) (modeled ILO estimate)",Slovenia,Southern Europe,4.65999984741211
2012,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",Slovenia,Southern Europe,67.23
2012,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",Slovenia,Southern Europe,74.31
2012,"School enrollment, tertiary (% gross)",Slovenia,Southern Europe,87.0179595947266
2012,"Self-employed, female (% of female employment) (modeled ILO estimate)",Slovenia,Southern Europe,12.7799997329712
2012,"Self-employed, male (% of male employment) (modeled ILO estimate)",Slovenia,Southern Europe,19.1299991607666
2012,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),Slovenia,Southern Europe,82.53868013893275
2012,"Unemployment with advanced education, female (% of female labor force with advanced education)",Slovenia,Southern Europe,7.07000017166138
2012,"Unemployment with advanced education, male (% of male labor force with advanced education)",Slovenia,Southern Europe,4.63000011444092
2012,"Unemployment, total (% of total labor force) (modeled ILO estimate)",Slovenia,Southern Europe,8.84
2012,"Unemployment, female (% of female labor force) (modeled ILO estimate)",Slovenia,Southern Europe,9.37
2012,"Unemployment, male (% of male labor force) (modeled ILO estimate)",Slovenia,Southern Europe,8.39
2013,"Employers, female (% of female employment) (modeled ILO estimate)",Slovenia,Southern Europe,1.82000005245209
2013,"Employers, male (% of male employment) (modeled ILO estimate)",Slovenia,Southern Europe,4.44999980926514
2013,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",Slovenia,Southern Europe,66.81
2013,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",Slovenia,Southern Europe,74.52
2013,"School enrollment, tertiary (% gross)",Slovenia,Southern Europe,85.2880630493164
2013,"Self-employed, female (% of female employment) (modeled ILO estimate)",Slovenia,Southern Europe,13.5799999237061
2013,"Self-employed, male (% of male employment) (modeled ILO estimate)",Slovenia,Southern Europe,19.6000003814697
2013,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),Slovenia,Southern Europe,81.75643658189858
2013,"Unemployment with advanced education, female (% of female labor force with advanced education)",Slovenia,Southern Europe,7.01000022888184
2013,"Unemployment with advanced education, male (% of male labor force with advanced education)",Slovenia,Southern Europe,4.94999980926514
2013,"Unemployment, total (% of total labor force) (modeled ILO estimate)",Slovenia,Southern Europe,10.1
2013,"Unemployment, female (% of female labor force) (modeled ILO estimate)",Slovenia,Southern Europe,10.91
2013,"Unemployment, male (% of male labor force) (modeled ILO estimate)",Slovenia,Southern Europe,9.42
2014,"Employers, female (% of female employment) (modeled ILO estimate)",Slovenia,Southern Europe,2.00999999046326
2014,"Employers, male (% of male employment) (modeled ILO estimate)",Slovenia,Southern Europe,4.71000003814697
2014,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",Slovenia,Southern Europe,67.32
2014,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",Slovenia,Southern Europe,74.44
2014,"School enrollment, tertiary (% gross)",Slovenia,Southern Europe,82.2311325073242
2014,"Self-employed, female (% of female employment) (modeled ILO estimate)",Slovenia,Southern Europe,16.0100002288818
2014,"Self-employed, male (% of male employment) (modeled ILO estimate)",Slovenia,Southern Europe,20.7099990844727
2014,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),Slovenia,Southern Europe,82.68015170670037
2014,"Unemployment with advanced education, female (% of female labor force with advanced education)",Slovenia,Southern Europe,7.6100001335144
2014,"Unemployment with advanced education, male (% of male labor force with advanced education)",Slovenia,Southern Europe,4.48999977111816
2014,"Unemployment, total (% of total labor force) (modeled ILO estimate)",Slovenia,Southern Europe,9.67
2014,"Unemployment, female (% of female labor force) (modeled ILO estimate)",Slovenia,Southern Europe,10.55
2014,"Unemployment, male (% of male labor force) (modeled ILO estimate)",Slovenia,Southern Europe,8.92
2015,"Employers, female (% of female employment) (modeled ILO estimate)",Slovenia,Southern Europe,2.03999996185303
2015,"Employers, male (% of male employment) (modeled ILO estimate)",Slovenia,Southern Europe,4.80999994277954
2015,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",Slovenia,Southern Europe,67.91
2015,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",Slovenia,Southern Europe,75.16
2015,"School enrollment, tertiary (% gross)",Slovenia,Southern Europe,80.260986328125
2015,"Self-employed, female (% of female employment) (modeled ILO estimate)",Slovenia,Southern Europe,13.460000038147
2015,"Self-employed, male (% of male employment) (modeled ILO estimate)",Slovenia,Southern Europe,19.0200004577637
2015,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),Slovenia,Southern Europe,82.650142993327
2015,"Unemployment with advanced education, female (% of female labor force with advanced education)",Slovenia,Southern Europe,6.65000009536743
2015,"Unemployment with advanced education, male (% of male labor force with advanced education)",Slovenia,Southern Europe,4.57999992370605
2015,"Unemployment, total (% of total labor force) (modeled ILO estimate)",Slovenia,Southern Europe,8.96
2015,"Unemployment, female (% of female labor force) (modeled ILO estimate)",Slovenia,Southern Europe,10.04
2015,"Unemployment, male (% of male labor force) (modeled ILO estimate)",Slovenia,Southern Europe,8.05
2016,"Employers, female (% of female employment) (modeled ILO estimate)",Slovenia,Southern Europe,1.95000004768372
2016,"Employers, male (% of male employment) (modeled ILO estimate)",Slovenia,Southern Europe,5.13000011444092
2016,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",Slovenia,Southern Europe,68.62
2016,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",Slovenia,Southern Europe,74.3
2016,"School enrollment, tertiary (% gross)",Slovenia,Southern Europe,77.8490829467773
2016,"Self-employed, female (% of female employment) (modeled ILO estimate)",Slovenia,Southern Europe,10.6599998474121
2016,"Self-employed, male (% of male employment) (modeled ILO estimate)",Slovenia,Southern Europe,17.2199993133545
2016,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),Slovenia,Southern Europe,84.63664444805723
2016,"Unemployment with advanced education, female (% of female labor force with advanced education)",Slovenia,Southern Europe,6.5
2016,"Unemployment with advanced education, male (% of male labor force with advanced education)",Slovenia,Southern Europe,5.6100001335144
2016,"Unemployment, total (% of total labor force) (modeled ILO estimate)",Slovenia,Southern Europe,8.0
2016,"Unemployment, female (% of female labor force) (modeled ILO estimate)",Slovenia,Southern Europe,8.59
2016,"Unemployment, male (% of male labor force) (modeled ILO estimate)",Slovenia,Southern Europe,7.49
2017,"Employers, female (% of female employment) (modeled ILO estimate)",Slovenia,Southern Europe,2.40000009536743
2017,"Employers, male (% of male employment) (modeled ILO estimate)",Slovenia,Southern Europe,5.03999996185303
2017,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",Slovenia,Southern Europe,71.32
2017,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",Slovenia,Southern Europe,76.98
2017,"School enrollment, tertiary (% gross)",Slovenia,Southern Europe,78.588996887207
2017,"Self-employed, female (% of female employment) (modeled ILO estimate)",Slovenia,Southern Europe,11.6700000762939
2017,"Self-employed, male (% of male employment) (modeled ILO estimate)",Slovenia,Southern Europe,17.0599994659424
2017,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),Slovenia,Southern Europe,84.7366761274046
2017,"Unemployment with advanced education, female (% of female labor force with advanced education)",Slovenia,Southern Europe,5.98000001907349
2017,"Unemployment with advanced education, male (% of male labor force with advanced education)",Slovenia,Southern Europe,4.09999990463257
2017,"Unemployment, total (% of total labor force) (modeled ILO estimate)",Slovenia,Southern Europe,6.56
2017,"Unemployment, female (% of female labor force) (modeled ILO estimate)",Slovenia,Southern Europe,7.48
2017,"Unemployment, male (% of male labor force) (modeled ILO estimate)",Slovenia,Southern Europe,5.77
2018,"Employers, female (% of female employment) (modeled ILO estimate)",Slovenia,Southern Europe,2.21000003814697
2018,"Employers, male (% of male employment) (modeled ILO estimate)",Slovenia,Southern Europe,5.1399998664856
2018,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",Slovenia,Southern Europe,71.83
2018,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",Slovenia,Southern Europe,78.26
2018,"School enrollment, tertiary (% gross)",Slovenia,Southern Europe,77.1131210327148
2018,"Self-employed, female (% of female employment) (modeled ILO estimate)",Slovenia,Southern Europe,11.9300003051758
2018,"Self-employed, male (% of male employment) (modeled ILO estimate)",Slovenia,Southern Europe,17.9699993133545
